Hi, I'm looking for a train that is going to cambridge and arriving there by 20:45, is there anything like that?|There are over 1,000 trains like that.  Where will you be departing from?
Okay, that's all I need, thank you so much!|Have a nice day, goodbye.
I'm looking to book a train to Cambridge.  I need it to arrive by 16:00.  I also need it to department from Cambridge. Can you assist me?|So you want a train to and from Cambridge? Can you please clarify and also give a day?
I need to go to leicester on saturday and arrive by 16:00|Train TR5677 will get you to Leicester by 11:06.  Can I reserve some tickets for you?
Yes, please.  I need five tickets.|Your booking was successful, the total fee is 151.19 GBP payable at the station . Your reference number is : 581GRL6J.  Is there anything else I can do to assist?
Can you check for Italian restaruants in the centre area? Thank you in advance.|What price range are you looking to for please?
I'm looking for a expensive restaurant.|You have 4 options. May I recommend Don Pasquale Pizzeria? I can try to make a reservation for you, if you like.
Yes, please book a table for 5 at 13:30 on Saturday.|You have a table for five booked at Don Pasquale Pizzeria at 13:30 on Saturday. Is there anything else I can assist you with?
Can I have the reference number?|Oh, yes, I'm sorry.  The reference number is P0X6X7AZ.
Thank you for your help, that is all I need for today.|Thank you for contacting us and have a nice day.
I need a place to stay with free wifi.|Ok, I have several hotels. Any particular location?
Location doesn't really matter as long as there's free parking available.|I have several available. What is your price range?
Between $100-$300 per night.|How about the Gonville Hotel located in the centre area of town?
What is their postcode?|Their postcode is cb11Iy, address gonville place, phone 0122336661 they have wifi and free parking too. Would you like me to book this for you?
Am looking for a train,it should depart from cambridge and should go to ely|the train id is TR1709 and it leaves on friday
I need to travel on wednesday and get there by 17:15.|TrainID TR6745 leaves Cambridge at 15:50 and arrives at Ely at 16:07. It's the last Wednesday train.
Can you give me the price?|That train costs 4.40 pounds.
Alright. I'll take it! That train will be perfect.|Ok, how many seats would you like to book?
Oh, I don't need to book now. I just need the information for reference. Thank you. Goodbye.|You are very welcome. Thanks for using Cambridge TownInfo centre. Goodbye.
Is there any french food in Cambridge?|Yes there is one
Well, can you give me some information on it?|Well there are two french restaurants actually, sorry had a blond moment. One in the north and one in the centre, which one were you interested in?
I would like something expensive.  Is either option expensive?|Both are expensive options.
Can you book me a table for two at the one in the centre for saturday at 19:00 and send me a ref number.|Excellent choice! I've booked you a table for 2 at the Cote. Your reference number is EUOHK8LX and the table will be reserved for 15 minutes.
Great!  I am also looking for a train for the same day, departing from london kings cross and going to cambridge.  It should arrive by 11:00.|There are three trains that would bring you to Cambridge by 11:00. They depart at 5:17, 07:17, and 09:17. Which train would you prefer?
Let's book the earliest train, to give us more time to enjoy the city. Please book seats for two and let me know the reference number.|Okay, you're booked. Your reference number is  R2OF8D6Q. Your total cost is  37.76 GBP payable at the station .  How can I further assist you?
That is all for today. Thank you very much for all your help. Goodbye.|welcome and thanks for inquiring with us
Hello, I need to take a train to Norwich on Tuesday, can you please tell me what's available?|We have 19 trains that meet that criteria, where will you be departing from?
cambridge and should leave after 14:45|Train TR6524 would work for you. Would you like me to book you passage?
Yes please book TR6524 on tuesday leaving at 14:45 going to norwich from cambridge.   Please confirm departure time.  Thank you.|Will you only need 1 ticket?  The train will leave Cambridge at 15:36.
I just need the train travel time , please.|the travel time is 79 minutes. anything else today?
Yes please, I'm looking for a guesthouse with free wifi.  The area doesn't matter.|I found a result for A and B Guest House in east that has internet. Would you like more info?
Yes, I'm celebrating a special occasion, so money is no object. Is A and B an expensive, 4-star guesthouse?|A and B guesthouse is moderately priced. Could you like an expensive guesthouse instead?
yes i am rich I need expensive|I don't have a expensive guesthouse.
how about a hotel type instead?|There are a few available. I highly suggest the University Arms Hotel. Would you like to book a room?
Yes, please book for 5 people, for 4 nights starting on friday.|Booking was successful the Reference number is : ECPE3KUV. Is there anything else I can assist you with?
No. Thanks.|Great. I'm glad I could be of help.
Have a nice day.|Thank you for calling.
I am looking for a German restaurant in the expensive price range.|There are no restaurant that fit your description, do you want me to look for restaurant with moderate price range?
Did you try the center of town?|Yes, there are not any restaurants available.  Would you like to try a different price range?
How about an expensive Indian restaurant?|Yes, there are several expensive Indian restaurants in the centre area. Curry Garden and Saffron Brasserie and a few others. Should I book a table for you?
book a table for 2 people at 12:00 on thursday.|I have booked you at Curry Garden. They will hold the table for 15 minutes. Your reference number is 8TKID5N6. Do you need anything else?
I am also looking for a train. The train should be on the same day as the restaurant booking and should arrive by 09:45.|Where would you like to depart from and what is your desintation?
I want to depart from peterborough to cambridge.|the tr8272 will get you where you need to go
When does it depart?|It departs at 05:00.
OK, thanks, I'll take care of it from there.|The price would be 23.60 per person for that train and be 51 minutes long trip.  Enjoy your day!
Hi I'm looking for a train departing from Cambridge that leaves after 17:15.|What is your destination?
I will be going to bishops stortford.|I would recommend TR1567 which leaves Cambridge at 17:29 and arrives at Bishops Stortford at 18:07.
No, can you find another one please?|The next one after that departs two hours later. Would you like to reserve a seat on either train?
Yes, either train would be fine.|I have booked your seat on the TR1567. Total fee is 10.1 GBP payable at the station. Reference number isCWX49ENL
Thank you. Could you also recommend a college in the Centre to visit and provide the post code?|Christ's College would be great, their postcode is cb23bu. Is that all you need?
thank you that will be all good bye|Have a nice day!
I'm looking for a hotel to stay at. I want it to be at least 2 stars and in the center of town.|I have a 3 star hotel and a 4 star hotel both in the centre. Would you like to book one of them?
Do you have anything that is 2 star rated in the centre?|we got none. can i help you with anything else?
That is all I need.|I am not finding a 2 star in the centre. Are you sure there is not another type of hotel you would like?
I do need a place to stay, so are there any 4 star hotels available?|I have 2 options - one is cheap and one is expensive. Which price range would you prefer?
cheap will work. can you book it for Wednesday? 1 person, 2 nights. I'll need the reference number too.|I was able to book a room at Alexander bed and breakfast, your reference number is VWF48IZM. Is there anything else I can help with?
I'm also looking for a train. It should depart Cambridge after 14:15 and arrive in Norwich on friday.|TR8314 departs Cambridge at 14:36 and arrives in Norwich at 15:55. Would you like me to book a ticket for you?
YES PLEASE. FOR 1 PERSON.|1 ticket on TR8314 has been booked. Your total is 17.6 GBP, which you can pay at the station. Your Reference number is : H0JS8RMF.
Thanks, that was all I needed today.  Goodbye.|Thank you for calling. Have a great day! Goodbye.
I need to find a moderately priced vegetarian restaurant.|We don't have any moderately priced vegetarian places in town. Would you like to try a different type of food or a different price range?
Unfortunately no, it has to be vegetarian, so i will have to make my own accommodations, thanks.|There are no vegetarian options in the area.
Okay, what about international food?|I have two - both in centre. The varsity Resturant and Bloomsbury. Would you like to book one?
Make a reservation at Bloomsbury please, for Thursday night.|What time do you want to dine and how many people in your party?
Please book for 6 people at 17:00 on Thursday. I'd also like the reference number.|Your table was booked. Your reference number is MLK7FV6P.
I'm also looking for a train. It should depart cambridge and go to stansted airport on thursday. Arrive by 17:00.|Would you be interested in TR9427? It arrives at 16:08 and departs at 15:40.
That would be just fine.|How many tickets would you like to book?
I don't need to book, but could you tell me the total travel time, please?|Sure thing.  Travel time is 28 minutes.  Can I help you with anything else?
No, I think that should be all for me today. Thank you so much, you've been very helpful!|You're welcome, have a great day!
I need a train that leaves on tuesday and should depart from cambridge.|I'm finding many trains departing from Cambridge on Tuesday. What is your destination?
I am going to Peterborough and want to arrive by 13:30.|I have a train that departs Cambridge on Tuesday at 12:34 and will get you to Peterborough at 13:24 exactly. Would you like me to book that seat for you?
Yes, please! I need 6 seats.|Booking was successful, the total fee is 99 GBP payable at the station .
Reference number is : NH7GXPVA.
Thank you so much, that's all I need today.|Okay great. I'm glad I was able to help you.
Can you help me find a nice 4 star hotel?|I would love to! Do you have a price range in mind?
Yes, I do. I would like a hotel that is expensive in price.|I have two hotels available one in the west and one in the centre. Do you have a preference?
The one in the centre would be ideal. There will be 7 people staying for 2 nights, starting Tuesday.|Booking was successful.
Reference number is : VZF6OEIK. anything else today?
Yes, actually. I need to book a train from Standsted to Cambridge. It has to be for Tuesday and definitely after 09:30|Great! And when would you like to arrive by?
I would like one that leaves after 9:30.|There are many options available. Did you want to arrive at a certain time?
I would like to leave after 9:30.|There are 14 that meets your criteria. Could you give me a departing time, to narrow it down?
I do not have a further preference.|Train TR8846 meets your criteria, would you like me to book it for you?
Yes please book for 7 people.|Booking was successful, the total fee is 70.7 GBP payable at the station. Reference number is : EOJC45ES. Can I help with anything else today?
That's all I needed. Thanks for your help, goodbye!|Have a great night.
I want a train that leaves on wednesday.|Okay, I'd be happy to book that for you. Where would you like to go?
I'm going to Cambridge from New Street in Birmingham|How about train TR0014, leaving at 05:40?
I need to make sure that I will arrive by 09:15?|Yeah, that train will get you there by 8:23.
Great. I'm also looking for information on the Ugly Duckling restaurant.|The Ugly Duckling is a fantastic Chinese place in the center of town. It's expensive, but worth it. I'd be happy to book a table, if you like.
Yes, please! I'd like a table for 1 at 15:15 on the same day as the train.|Booking was successful. The table will be reserved for 15 minutes. Reference number is : QLK6MOBC. You are all set! Anything else I can help with?
Nope, that's it. Thanks for your help.|You are welcome.  Enjoy your stay in Cambridge.  Bye.
Hello, I need to book a train for Thursday leaving to Peterborough.|No problem, can you please let me know where you want to depart from?
I would like to leave Cambridge after 09:15.|TR7317 leaves at 10:06 on Thursday, would you like to reserve a seat?
Yes just one seat, and I'll need the reference number.|Booking was successful, the total fee is 16.5 GBP payable at the station.  Reference number is : SALFLI4E.
Thank you so much for your help. Have a great day!|Thank you for using the Cambridge TownInfo centre. Have a good trip. Goodbye.
I want to go all out this St Patricks day, can you find me an Irish restaurant?   Lets go with an expensive one.|Sadly, there aren't any.
How about an expensive Mexican restaurant then?|Sure.  There is Chiquito Restaurant Bar in the south.  Would you like the address?  Would you like me to book it for you?
Can I just get the phone number for now?|Yes certainly, it is 01223400170.
Thank you. I'm also looking for information on trains from cambridge to london kings cross.|When would you like to travel?
I need to leave after 09:00 on saturday|TR2138 leaves exactly at 09:00 on Saturday. Would you like to book a ticket?
yes please book for 5 people|Ok, the booking was successful, the total fee is 94.4 GBP payable at the station . Reference number is : 4YTQP8ST. Can I help with anything else?
No that is it. Thank you.|Okay, enjoy your trip!  Have a great day.
Hi, I'm looking for information on booking a train. I would like to leave on Wednesday and arrive at the destination at 17:00.|From where would you like to catch the train and what is your destination?
I would like to catch the train at London Liverpool Street and I'm going to Cambridge.|the TR2826 arrives at 15:07. would that be ok?
Yes can you book it for me and give me a reference number ?|Yes of course. Your booking number is DQRT2P5U.
Awesome. I also need a place to eat in the moderate range. I'm thinking maybe in the city centre.|There are 5 moderately priced restaurants in the centre, 4 serve british, and one serves asian oriental food. Which would you prefer?
I really wanted a moderately priced restaurant in the center that serves spanish food actually|I found la tasca it meets your criteria would you like me to book that for you?
Just give me the address if you could please|The address is 14-16 Bridge Street.
Thanks, I don't need any more help. Have a good day!|Thank you! And enjoy your stay in Cambridge!
I am looking for information in Cambridge|If you need to contact the police you can phone them at 01223358966. Or, is there some specific information I can help you with?
We need to find a guesthouse in the north for our stay.|I have both cheaply and moderately priced guesthouses to choose from. Do you have a preference?
must have free wi fi|There's quite a few. I personally like the acorn guest house. It's 4 stars with internet access. It's located at 154 chesterton road.
Great, Can you please book me for 2 people and 5 nights starting tuesday?|I have booked you for 2 people for 5 nights at acorn guest house. The address is 154 chesterton road and their phone number is 01223353888. Will there be anything else?
I also need a train.|I need a departure are and destination please
Hi, I'm looking to book a train out of Cambridge that I want to arrive in Ely.  Can you assist me with finding times and dates?|There are 70 trains traveling to Ely from Cambridge between Friday and Wednesday. What day do you want to travel?
I would like to leave on Saturday.|You could take TR8860 early Saturday at 05:50.  It's a short trip of 17 minutes and costs 3.52 pounds. Will this work for you?
Can you book that one for 6 people?|Yes, I have made the booking for you. Your reference number is 1K560JNY.
I also need a place to eat, I would like it in the west and expensive.|There are 9 expensive restaurants in the west.  Are you looking for a particular type of food?
Yes. British food please.|I have two. Shall I book one for you?
Yes, I need a table for 6 people at 10:30 on Saturday and please provide the reference number after booking is completed.|What day do you want it for, before I confirm the booking?
The same day, saturday.|Booking was successful. The table will be reserved for 15 minutes. Reference number is : XEP4E22B. Will there be anything else today?
Thank you, thats all I need today.|Glad I could help, hope you have a great trip!
I am looking for places to on the south side of town.|Alright. What type of places? Cambridge has a wide array of things to do and places to go such as, museum's, nightclubs, parks and restaurants.
I would like to visit a park. Could you find one and give me the address and postcode?|Sheep's Green and Lammas Land Park Fen Causeway is located at Fen Causeway, Newnham road, postal code cb322ad.
Thanks! I'm also looking for a train from Cambridge to Kings Lynn.|Do you have a day you would like to travel?
I would like to leave on Saturday after 18:45.|The earliest train is TR7604. It arrives at 19:58. Would you like me to book a ticket?
Yes, please book 1 ticket. May I have the reference number?|I have booked your train. The reference number is JI5O0VTT. The fee is 7.84 GBP payable at the station.
That's all I need. Thank your for your help.|I'm happy I was able to help you today. Call the Cambridge TownInfo centre whenever you like!
I'll be sure to so that, bye.|Thank you for using our system.
I want a hotel that doesn't include internet, but it needs to be a place to stay in the east.|I don't have any options specific to the east. May I consider any other areas of town?
Is that because there are no options without internet?  I can stay in a place with internet if there are no other options, but I do need free parking.|That gives us about 6 options to choose from. All are in the east and all offer both free parking and free internet. What price range do you prefer?
It doesn't matter.  I'd like 4 stars though.|Ok what about the allenbell? It's priced cheap.
Sure. What is the hotel type and address please?|The Allenbell is a guesthouse and it's located at 517a coldham lane. Would you like me to book you a room there?
No thank you. I also need a train that arrives by 19:45 and departs from Cambridge.|What day and time will you be departing? What is your destination?
I will be departing on thursday in the afternoon and heading to Ely.|OKay would you like me to book this for you?
I'm sorry, I am actually leaving on Wednesday and going to London Liverpool Street.|TR1549 leaves Wednesday at 17:50 arriving in Ely at 18:07. Would you like me to book it for you?
What is the travel time and price?|Travel time is 17 minutes and it's 4.40 pounds. Do you need anything else?
What is the price of the train?|The price is 4.40 pounds per ticket.
Have a nice day.|Thank you, let me know if I can assist with that booking.
I am looking for a chinese restaurant.|Okay. Any other criteria?
I actually don't want a restaurant. I need a train to Birmingham New Street on Sunday.  Can you help me?|Is there a certain time you need to leave after or arrive by?
I need to arrive by 15:45.|TR1931 will arrive by 11:44
What is the reference number?|I'll be able to give you a reference number once we've booked. Did you want me to book this train for you?
Yes. please book me 2 tickets.|You are good to go. Your reference number is 9S9SF2VH and it will cost 120.16 GBP at the station.
Thank you. I'll also need a place to stay. I'd like it to be in the west and it should be moderate in price.|I can suggest the allenbell.
That sounds great! I'd like a reservation for 5 nights please.|Certainly, how many people will be staying?
2 people starting on tuesday. please find me the reference number|I'm sorry, Allenbell was not in the west.  Hobsons House meets your needs and I have booked you a room. Reference number is : CTYSXIVU.
Okay. That should do it. Thanks for your help with everything.|You are welcome. enjoy your stay.
Good day, I need help getting a train from London Liverpool street going all the way to Cambridge, can you help me?|Sure thing there are 70 trains making that trip, what day and time would you like to go?
I would like to travel on Wednesday and arrive by 10:15. Can you help?|There are 3 trains available. Do you have a preferred departure time?
No, as long as it arrives by 10:15.|TR8813 departs london liverpool street at 7:39 and arrives in cambridge at 9:07. I can book tickets for you, if you like.
That will be great. I am also looking for a place to stay in the south part of town. Do you have any recommendations?|Certainly, we have 3 guesthouse aylesbray lodge guest house, bridge guest house, rosa's bed and breakfast or the lensfield hotel. Which would you like?
I need something in the cheap price range.|Rosa's Bed and Breakfast fits that, would you like to book a room there?
Does the hotel offer free wifi?|Yes, Rosa's does offer free wifi.
Great, I think that will work. I need a room for myself for five days, starting Wed.|Sadly I was unable to book you for that time period. Is there another day you'd like to check in, or possibly you could stay for a shorter time period?
Would you be able to book the stay for four nights instead? Can i also get the reference number?|Booking was successful for 4 nights at rosa's bed and breakfast . Your reference number is : 1G56HJK3.  Can I help you with anything else?
That is all I need today. Thank you.|You're welcome. Good-bye.
Hello, I'm looking for a train departing from Norwich on friday.|Of course what day would you like travel?
I'm looking for a train departing from Norwich to Cambridge on Friday, I'm hoping to leave by 12:00.|TR8662 runs norwich to cambridge and leaves at 11:16 that day. Should I book it for you?
could I have the price please?|The price of the TR8662 is 17.60 pounds per ticket. Is there anything more I can help you with today?
I would like to find a lovely hotel to stay in cambridge that has free wifi, so I can watch netflix. Can you help me with that as well?|We have lots of accommodations that include free wifi. What type of place would you like to stay in, and what area of the city do you prefer?
I'd like a 4 star hotel but it doesn't matter which area it's in.|I'm showing 3 different ones.  One is located in the centre & the other 2 are west.  Would you like me to book one of these for you?
Oh I'm sorry, I forgot I need to know what time my train will arrive in Cambridge.  Can you please help me with that first?|The TR8662 train arrives in Cambridge at 12:35. Do you want me to book a hotel now?
Yes, I'll need a hotel for 7 people for 4 nights starting Friday.|The booking at huntingdon marriott hotel was successful. Your reference number is 5ZCWD20P.
Thank you. That will be all.|Welcome. have a nice day.
I need a hotel with free wifi. I'm broke, though, so find me a 0-star hole in the wall.|There are three 0 star hotels, both city centre north b and b, and el shaddai are cheap, and cityroomz is moderate. Which would you like?
I would prefer a guest house if any 0 stars are available.|We have 2 of those. Would you like a guesthouse in the north or centre?
I would like a guesthouse in the north please. Can you check if it has free parking?|Our cheap zero star guesthouse in the north has both free wifi and free parking.  Would you like to book?
Not right now. Thank you. I am also looking for a train that leaves on Monday and arrives by 1830.|Where will you be departing from, and what is your destination?
Leaving Cambridge and headed to Stevenage, please.|I have a 15:21 or a 17:21 train, arriving 49 minutes later at 16:10 or 18:10, respectively. Would you like me to book one for you?
Yes. The 17:21 would be perfect. Please book it for 4 people.|Your booking was successful, the total fee is 51.2GBP, payable at the station. Reference number is YSJ6ZWYT. Anything else I can help you with today?
No, that's all I needed. Thank you.|You're very welcome! Have a great day!
Hello, I'd like some information on a restaurant in the centre.|I have many types of restaurants in the center. What type of cuisine are you looking for?
I would like african food.|I highly recommend bedouin located at 100 Mill Road City Centre. It is in the expensive range. Would you like me to book you a table?
yes, please. for 7 people starting at 11:15 on sunday.|I was able to book the table for you, your reference number is 1CRCO6HT they will hold the table for 15 minutes. Do you need anymore assistance?
I would also like to find a train that would arrive at 19:45 and depart from Cambridge.|What is your destination and travel day?
train should go to kings lynn and should leave on monday|Your best bet would be TR7803, leaving Cambridge at 18:11 and arriving King's Lynn at 18:58. Would you like a ticket?
Yes please that sounds good!|how many tickets should i book you for?
i apologize. i dont need to book tickets. but can i please get the travel time.|The travel time is 47 minutes.
Thanks. That's really all I need. Goodbye.|your welcome, have a great day!
I would like to find something to do in the west part of the city.|If you like museums, you can check out the Cambridge and County Folk Museum on 2-3 Castle Street or Kettle's Yard also on castle street
That sounds great.  Can you find the address and phone number for me?|The Cambridge and County Folk Museum's number is 01223355159, and the address is 2-3 Castle Street.
Thank you. Are there any trains leaving Stevenage on Friday?|Yes, the train runs every two hours from morning until late night. Would you like me to book a seat?
Yes, on any one that leaves anytime after 19:15|The earliest train after your specified time is TR4969 that departs at 19:54. If this is acceptable, shall I book just 1 seat?
Yes please just 1 seat.|Your reference number is 688IIT9D. Is there anything else I can help you with today?
No, thank you. Goodbye|Alright have a great evening!
I'm looking for a cheap place to stay in the north, what kind of options can you give me?|There are 2 guesthouses available. One is 0 stars and the other is 4 stars. Which do you prefer?
I would like the one with the 4-star rating please. Does it include free wifi by chance?|Worth house has a 4 star rating and wifi yes.
Please book it for 5 people and 4 nights starting from monday.|Okay, you're all set! Your reference number is: 4AU76U6Y.
Thanks, can also get me information on a train departing from Bishops Stortford and arriving by 08:30.|I have 5 train options leaving from Bishops Stortford from Cambridge that arrive before 08:30. Would you prefer to travel on Saturday, Monday, or Friday?
I need that train on Monday please.|Train TR0532 fits your criteria. Would you like me to go ahead and book that for you?
Could you give me a departure time and travel time for that train?|TR0532 departs at 07:29 and arrives by 08:07. Would you like me to book it for you?
Not at this time.  Thanks for your help.|Is there anything else I can help you with?
No, that settles everything! Thank you.|Thank you for contacting us, have a nice day.
I need to take a train here on Friday, I will be coming from Leicester.|Train TR3190 Leicester to Cambridge leaves Friday at 6:09. Would you like me to book it for you?
Is there one that leaves after 10:00?|Yes, the TR8659 leaves at 10:09.
THanks, please book it for 8 people. I'll need to reference number|Booking was successful, the total fee is 302.39 GBP payable at the station .
Reference number is : IOJTYL4C. Can I help you with anything else?
i am also looking for places to go in town. The attraction should be in the centre.|What are you interested in? There's architecture, colleges, cinemas, etc.
It doesn't really matter, as long as it is in the centre. I will just need the address, postcode, and phone number.|May I recommend the primavera museum in the centre of town located at 10 king s parade in post code cb21sj. Their phone number is 01223357708
That's perfect! Thank you for your help!|Of course.  No problem.  Can we help you with anything else?
No, that is all for today. Thank you for your help. Goodbye|Thank you for using our service today.
I need a train to cambridge that will get me there by 20:30.|Alright, where will you be departing from?
The train should depart from bishops stortford and leave on Thursday.|Ok perfect!  I have TR0060 which will arrive by 20:07.  Would you like me to book this for you?
No, that won't be necessary. I do need the departure time, and travel time though.|TR0060 will depart Bishops Stortford at 19:29, and it will take 38 minutes for your trip. Is there anything else I can help you with today?
Actually, yes. Can you help me locate a college to visit?|Churchill college is in the west part of town.
Can you give me their phone number please?|Yes, their number is 01223336233. Is that all for you today?
That's everything thanks.|You are very welcome! I hope you have a fantastic time and enjoy your day!
Greetings, are there are any trains leaving bishops stortford.|there are many. Where would you like to travel to?
I would like to leave on thursday to cambridge.|I have 10 trains leaving Bishops Stortford for Cambridge on Thursday. What time would you like to depart?
I need to leave after 16:30.|Train 0277 leaves at 17:29 and arrives at 18:07.  Would you like me to book you a ticket?
Yes make a booking for 8 people and give reference number.  Can you suggest places to go like museums in Cambridge?|Booking was successful, the total fee is 80.8 GBP payable at the station .
Reference number is : 3AWBI59X.
Great. Thanks.  I'm also looking for a museum to check out.  Can you help me with that?|Cambridge has 23 museums. What area of town would you like to go to one in?
Can you find one in the south please?|Certainly, the Byard Art is a museum in the south part of town. Their address is 14 king's parade. Would that work for you?
Can you tell em the postcode as well please?|It's cb21sj. Anything else you need assistance with?
That is all for today, you were very helpful.|Thank you so much! You have a wonderful day! Bye!
Find me a place to stay. I need a hotel in the moderate price range with a star of 4.|What area of town interests you most ?
Any area is fine, as long as the place has free wifi.|Will you need free parking as well?
Yes, I will also need free parking.|There are no hotels in the moderate price range with a 4 star rating.  Is there another price range or star rating that you would like me to check?
Just check moderate price range then please!|We have the Ashley Hotel and Lovell Lodge that fit what you want, would you like me to book one for you?
Yes just for me. For four nights please|What day would you like you stay to start?
I would like my reservations to start on sunday.|Done! Your reference number is WTJER271. Can I help you with anything else?
i also want a train to take me to ely|On what day do you need to go to Ely?
Thursday, please. I need to leave from Cambridge.|Ok! There are 10 trains; do you have a time preference?
Yes, I would like to arrive by 20:15.|TR7355 arrives in ely by 18:07, or there is also one that arrives by 20:07.  Would you like to book a ticket for one of these?
Yes please. I need one ticket.|Your ticket has been booked. Your reference number is 561MGK3J. Is there anything else I can do for you?
That was all I needed.|Thank you for contacting us and have a nice day.
I will need to take a train here from london kings cross, I will need ot get here by 19:45.|And what day do you want to travel?
I would like to leave Wednesday please.|Train TR5725 would work for you, would you like me to book you passage?
Please, I'll need 6 tickets.|OK, you have 6 seats reserved on TR5725, ref# J7XP2Z15. Get to bed early - that's a 05:16 departure! Can I help with anything else today?
Yes you can! I'm also looking for information about a place called Cineworld Cinema. Do you have any details about it?|It is a great cinema in the south part of town. They are located at Cambridge Leisure Park, Clifton Way. Their postcode is cb17dy. Their phone number is 00872208000.
Thank you that was all I needed.|Do you need me to book or look up info about anything else?
That was all for today, thank you.|Have a great day!
I need a train that leaving Cambridge for Ely.|What day and time would you like to arrive in ely?
I would like to leave on Tuesday and arrive by 13:15.|There are several options available that could suit you.  The arrival times are anywhere from 06:07 to 12:07.  What time do you want to leave?
I'd like the reference number please.|I'm sorry, I can not give a reference number until we book you a seat.  There is a train departing at 07:50 , would you like to book that now?
Can I get one ticket on the train that arrives at 12:07?|Not a problem. Do you need the reference number?
Yes, I would like the reference number, please. I am also looking for a guesthouse as well.|a and b guest house located at 124 tension road phone number 01223315702 and is located in the east side.
Is it 4 stars and is there wifi?|It is four starts and it does have wifi.
Great! Can I get the address, please?|The address is 124 tenison road postcode cb12dp
Also, does it have free parking?|no it does not have free parking
I need one with free parking.|I'm sorry, your train reference number is THUZ22RM. Acorn guest house in the north has wifi and parking. Would you like a reservation?
Thanks for the train info. May I have the address for the  Acorn guest house, please?|Yes, it's located at 154 chesterton road. May I help with something else?
No thank you.  Now that I have the info, I can take it from here.|If that is all, have a good trip. Thank you for contacting the Cambridge TownInfo centre. Good bye.
Can you help me find a train leaving after 18:00 on wednesday?|Can you please give me your departure and destination, please?
I want to leave after 18:00 to Broxbourne from Cambridge.|I have one departing at 19:01. Would you like me to book a ticket?
How much is the price per ticket?|17.90 pounds. Would you like me to book it?
I'm also looking for a place to stay in the moderate price range.|Is there a specific area you would like to stay in?
I would like a hotel in the north side with four stars, please.|There are 7! Do you need internet and parking?
No but it needs to be a guesthouse.|I have five places. Shall I book you one?
Please, for 7 people, 4 nights.  The same day as my train.  What was the travel time on that train again?|I have booked you at Acorn Guest House. Your reference number is MMSZTKRS. Your train trip is 60 minutes long, but you've not booked. Would you like to do that now?
Thank you, that is all the information I needed.|You're welcome, have a great day!
I'm looking for a cuban restaurant.|I'm afraid I don't have any matches. Do you have any other food preferences?
I need something expensive in Centre and it really needs to serve Cuban food.|Again, unfortunately, we don't have any Cuban restaurants listed. Is there another type of food you would like to try?
Is there a chinese restaurant in the same price range?|I have several places. Would you like me to book it?
No, just pick your favorite and give me the address and postcode please.|There is no listings for Cuban food ,would you want something else
I was hoping for Cuban, but since there aren't any, do you have any expensive Chinese restaurants in the centre of town?|May I recommend Ugly Duckling? They're an expensive Chinese restaurant in the centre and they are quite popular.
Sure, could I get the postcode and the address please?|The Ugly Duckling is located at 12 St. Johns Street City Centre and their postcode is cb21tw. Can I assist you with anything further?
Thank you. I also want a train for friday, from broxbourne to cambridge|There are 19 trains on Friday, do you have a specific time you want to travel?
I need to be in cambridge by 08:15.|There are 2 that arrive by 08:15. The closest to that arrival time is arriving at 07:32.
What is the travel time for that one?|That's TR5570. The travel time is 60 minutes.
And what is the price on that one?|17.90 pounds per ticket I do believe. Is there something else I can help you with today?
What time is the departure? I am sorry.|The departure is 06:32. Anything else?
I think that is all I need for today. Thank you for all your help.|You're very welcome. Enjoy your time here.
I would like to book a train for Monday departing from kings lynn and arriving at Cambridge at 14:45.|What time would you like to leave by?
Can you please provide me with the departure time of the train arriving by 14:45 or just before?|The departure time is 13:11.
What time is it scheduled to arrive?|The departure time is 13:11.  May I book some tickets or provide you with further assistance today?
Thanks so much for your help. That's all today.|Okay, thank you so much for contacting us. Have a great trip!
Can you help me find a train departing from cambridge going to stevenage?|What day would you like to leave?
I would like to leave after 16:15 on tuesday.|I have a train that laeves at 17:21. Will that do?
there is none that leaves earlier? how much will that one cost me?|There is no earlier train. The price is 12.80 pounds.
Okay thank you. Could you help me find a guesthouse in the centre to stay at?|I have 2 guesthouses in the center. They're both cheap, but the 4-star Alexander B&B is by far the better choice. Would you like to book a room?
I need one in the expensive price range that includes free parking.|I'm sorry we don't have an expensive guesthouse in the centre area. Would you like to try some different criteria?
Ok, well do you mind trying to see if there is a hotel that matches my other requests.|I recommend University Arms motel. I meets your criteria. Would you like me to book you a room?
Yes, please. I would like it for Thursday for 7 people, 5 nights.|Your booking was successful.  Your reference number is : VH6MRHBA.  What else can I help you with today?
Thanks, that's all. Goodbye|Thank you for using our service today!
I am looking for a train to London Kings Cross that departs after 08:15.|What day would you like to travel?
I'll be travelling on a Wednesday.|Are you departing from cambridge station?
Yes. What do you have available?|The TR2000 leaves cambridge going to london kings cross on friday at 09:00. It arrives in london kings cross at 09:51. How does that sound?
That's great. Please book me two tickets.|The booking was successful and the fee is 47.2 GBP payable at the station. Reference number is E2N0JHSY. May I assist you with anything else today.
No thank you, that is all.|Have a good day!
Can you help me find a place to stay that has free parking? It doesn't need to include internet.|I found a variety of choices. Let's narrow down the selection. What part of town would you like to stay in?
Definitely the south part of town, thanks.|Aylesbray lodge guest house is available, would you like to try them?
Are there any hotels with free parking, or just guesthouses?|There are three guest houses and a hotel. Do you have a preference for price range or number of stars?
